Geneid,Chr,Start,End,Strand,Length,Female_1,Female_2,Female_3,Female_4,Labium_1,Labium_2,Labium_3 ,Labium_4,Male_1,Male_2,Male_3 ,Male_4 ,MH_12 
gene19108,NW_018736057.1;NW_018736057.1,12351;13098,13033;13195,-;-,781,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19109,NW_018736057.1;NW_018736057.1,17788;18005,17945;19316,+;+,1470,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19110,NW_018736064.1;NW_018736064.1;NW_018736064.1;NW_018736064.1,1653;13107;30276;31691,1747;14519;30398;31936,-;-;-;-,1877,0,111,85,27,1,17,11,11,0,0,0,0,0
gene19111,NW_018736074.1;NW_018736074.1;NW_018736074.1,69301;87959;119394,69559;88451;120405,-;-;-,1764,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19112,NW_018736074.1;NW_018736074.1;NW_018736074.1,91788;92233;92373,92123;92308;92396,+;+;+,436,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19113,NW_018736075.1,932,1003,-,72,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19114,NW_018736075.1;NW_018736075.1;NW_018736075.1,1089;1303;9495,1262;1441;10493,+;+;+,1312,60,0,0,0,79,128,109,116,0,0,0,0,0
gene19115,NW_018736075.1;NW_018736075.1;NW_018736075.1;NW_018736075.1,10408;11008;15680;15825,10614;12108;15748;16034,-;-;-;-,1587,99,133,574,613,611,820,667,1041,0,0,505,0,811
gene19116,NW_018736078.1;NW_018736078.1,2715;3505,3399;3653,+;+,834,0,0,0,0,0,0,1,0,0,0,0,0,0
gene19117,NW_018736079.1;NW_018736079.1,31158;31348,31265;31759,+;+,520,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19118,NW_018736081.1;NW_018736081.1;NW_018736081.1;NW_018736081.1;NW_018736081.1,5054;6473;7345;35710;36065,6411;7031;7554;35845;36203,-;-;-;-;-,2402,0,0,0,0,344,512,265,729,0,0,0,0,0
gene19119,NW_018736081.1;NW_018736081.1;NW_018736081.1;NW_018736081.1;NW_018736081.1;NW_018736081.1,51071;52089;58965;59368;63757;68406,51577;52329;59204;59636;64158;68814,-;-;-;-;-;-,2068,2474,1121,1411,1609,2325,2161,2755,3162,0,0,0,0,523
gene19120,NW_018736081.1,68882,68952,-,71,0,0,0,1,0,0,0,0,0,0,0,0,0
gene19121,NW_018736085.1;NW_018736085.1,1909;3049,2223;3273,-;-,540,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19122,NW_018736093.1;NW_018736093.1;NW_018736093.1;NW_018736093.1;NW_018736093.1;NW_018736093.1;NW_018736093.1;NW_018736093.1;NW_018736093.1;NW_018736093.1;NW_018736093.1;NW_018736093.1,2234;2371;2623;2798;3354;3504;3712;3944;11263;20471;21010;50381,2368;2563;2795;3294;3502;3650;3941;4181;11601;20581;21196;51079,-;-;-;-;-;-;-;-;-;-;-;-,3098,38,0,0,0,3,40,22,24,0,0,0,0,0
gene19123,NW_018736095.1;NW_018736095.1,5520;5798,5647;6378,-;-,709,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19124,NW_018736097.1;NW_018736097.1;NW_018736097.1;NW_018736097.1;NW_018736097.1;NW_018736097.1;NW_018736097.1;NW_018736097.1;NW_018736097.1;NW_018736097.1;NW_018736097.1;NW_018736097.1,794;5107;11600;11829;12185;12460;15971;16770;18633;18997;19170;26051,932;5693;11767;12127;12384;12583;15994;16883;18918;19107;19247;26268,+;+;+;+;+;+;+;+;+;+;+;+,2348,109,444,123,176,270,305,269,411,0,0,143,530,0
gene19125,NW_018736097.1;NW_018736097.1,20936;24881,22166;26019,+;+,2370,0,0,0,0,9,2,11,4,0,0,0,0,0
gene19126,NW_018736098.1;NW_018736098.1,5939;6927,6871;7675,+;+,1682,0,0,10,0,12,28,36,0,0,0,159,0,0
gene19127,NW_018736098.1;NW_018736098.1;NW_018736098.1;NW_018736098.1;NW_018736098.1;NW_018736098.1;NW_018736098.1;NW_018736098.1;NW_018736098.1;NW_018736098.1;NW_018736098.1;NW_018736098.1,23439;39472;40864;42184;42429;42661;42957;48865;51949;53379;53670;53940,26250;40801;41197;42370;42600;42895;48797;51663;53319;53608;53938;55057,-;-;-;-;-;-;-;-;-;-;-;-,16698,0,0,0,40,273,425,1630,1500,0,0,0,0,0
gene19128,NW_018736099.1;NW_018736099.1;NW_018736099.1,67994;68378;68537,68311;68476;68843,-;-;-,724,0,0,0,0,0,0,1,0,0,0,76,0,0
gene19129,NW_018736102.1;NW_018736102.1,14543;15349,15283;15430,-;-,823,4,0,2,1,1,0,0,0,0,0,1,0,2
gene19130,NW_018736102.1;NW_018736102.1,21824;22113,22056;22569,+;+,690,0,0,10,0,1,0,9,0,0,0,0,82,0
gene19131,NW_018736105.1;NW_018736105.1,11929;12309,12247;13345,-;-,1356,0,0,0,0,0,4,0,0,0,0,0,0,0
gene19132,NW_018736105.1,26339,28541,-,2203,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19133,NW_018736106.1;NW_018736106.1;NW_018736106.1,17667;17763;18268,17698;18266;19076,+;+;+,1345,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19134,NW_018736106.1;NW_018736106.1;NW_018736106.1;NW_018736106.1;NW_018736106.1,21873;32608;32878;33070;38701,23309;32775;33012;33307;39354,-;-;-;-;-,2632,24,0,34,51,12,25,18,14,0,0,42,0,0
gene19135,NW_018736106.1;NW_018736106.1;NW_018736106.1;NW_018736106.1,43393;63672;64282;64441,43820;64213;64367;64712,+;+;+;+,1328,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19136,NW_018736108.1;NW_018736108.1;NW_018736108.1;NW_018736108.1;NW_018736108.1;NW_018736108.1,2287;2657;2881;3953;4219;4901,2622;2812;3201;4154;4419;7958,+;+;+;+;+;+,4274,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19137,NW_018736108.1;NW_018736108.1;NW_018736108.1,16809;17831;18099,17078;18034;18177,+;+;+,553,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19138,NW_018736108.1,28840,29893,-,1054,41,25,34,127,39,25,22,9,4,6,7,16,274
gene19139,NW_018736109.1;NW_018736109.1,10558;10664,10597;10798,-;-,175,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19140,NW_018736114.1;NW_018736114.1;NW_018736114.1;NW_018736114.1,3031;4489;4934;5351,4486;4877;5283;5975,-;-;-;-,2820,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19141,NW_018736115.1;NW_018736115.1,18267;19075,18808;19352,-;-,820,0,0,0,0,6,0,13,5,0,0,0,0,145
gene19142,NW_018736115.1;NW_018736115.1,30793;30993,30903;31676,+;+,795,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19143,NW_018736115.1;NW_018736115.1;NW_018736115.1;NW_018736115.1;NW_018736115.1;NW_018736115.1,51770;52180;53331;54261;54569;54770,51971;52371;54193;54499;54715;55131,+;+;+;+;+;+,2005,118,0,0,200,127,73,133,121,0,0,135,0,201
gene19144,NW_018736115.1;NW_018736115.1,63864;64712,64653;66232,-;-,2311,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19145,NW_018736115.1;NW_018736115.1,78552;78749,78686;80439,+;+,1826,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19146,NW_018736115.1;NW_018736115.1,80597;81530,80745;83197,+;+,1817,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19147,NW_018736115.1;NW_018736115.1,83275;83449,83383;85109,+;+,1770,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19148,NW_018736115.1;NW_018736115.1,95292;95451,95391;97110,+;+,1760,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19149,NW_018736115.1;NW_018736115.1,103395;103517,103460;105186,+;+,1736,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19150,NW_018736115.1;NW_018736115.1;NW_018736115.1;NW_018736115.1,108668;117062;117274;117875,109359;117271;117780;118145,-;-;-;-,1680,0,1,0,1,0,4,3,1,21,1,289,32,0
gene19151,NW_018736116.1;NW_018736116.1;NW_018736116.1,7650;18149;18502,8441;18439;18551,+;+;+,1133,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19152,NW_018736120.1;NW_018736120.1,13667;13893,13816;14406,+;+,664,1742,2267,1895,2085,1036,1561,1297,1310,0,1,1742,724,2829
gene19153,NW_018736120.1;NW_018736120.1;NW_018736120.1,15044;15674;17271,15612;17264;17328,-;-;-,2218,246,204,92,11,217,123,222,120,0,1478,151,273,0
gene19154,NW_018736120.1;NW_018736120.1;NW_018736120.1;NW_018736120.1,22122;39056;39810;40298,23315;39746;39990;40316,-;-;-;-,2085,419,0,0,17,246,92,129,197,0,0,0,0,30
gene19155,NW_018736120.1;NW_018736120.1;NW_018736120.1;NW_018736120.1;NW_018736120.1;NW_018736120.1,44852;45770;45999;52234;52841;54811,45718;45934;46139;52785;53561;54851,-;-;-;-;-;-,2487,0,0,0,0,0,0,0,1,0,0,0,0,115
gene19156,NW_018736122.1;NW_018736122.1,18204;18349,18288;18785,+;+,522,1,0,0,0,0,1,2,0,0,0,11,0,0
gene19157,NW_018736128.1;NW_018736128.1,32429;44184,32716;44435,-;-,540,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19158,NW_018736128.1;NW_018736128.1;NW_018736128.1;NW_018736128.1;NW_018736128.1;NW_018736128.1,64632;65403;65877;76622;80040;80349,65340;65808;66433;76865;80266;80627,-;-;-;-;-;-,2422,0,0,0,0,19,16,25,24,0,0,0,0,0
gene19159,NW_018736128.1;NW_018736128.1,67551;68863,68020;69078,-;-,686,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19160,NW_018736128.1;NW_018736128.1;NW_018736128.1,81755;81863;82039,81795;81968;82434,+;+;+,543,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19161,NW_018736128.1;NW_018736128.1;NW_018736128.1;NW_018736128.1;NW_018736128.1,82365;82907;83189;83999;84371,82845;83124;83931;84320;84735,-;-;-;-;-,2129,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19162,NW_018736128.1,100194,102453,-,2260,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19163,NW_018736128.1,129423,129495,-,73,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19164,NW_018736128.1,130467,130539,-,73,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19165,NW_018736129.1;NW_018736129.1;NW_018736129.1;NW_018736129.1,12510;12825;13039;13185,12753;12969;13124;13546,-;-;-;-,837,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19166,NW_018736131.1;NW_018736131.1;NW_018736131.1;NW_018736131.1,16439;16757;17440;39859,16556;16995;17653;40055,+;+;+;+,768,0,70,0,0,0,0,0,0,0,0,0,0,0
gene19167,NW_018736132.1,28692,29106,+,415,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19168,NW_018736133.1;NW_018736133.1,22686;22974,22899;23389,+;+,630,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19169,NW_018736135.1;NW_018736135.1,14684;17562,14911;17750,+;+,417,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19170,NW_018736135.1;NW_018736135.1,18418;18704,18454;18826,+;+,160,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19171,NW_018736135.1,20738,21577,+,840,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19172,NW_018736137.1,914,984,+,71,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19173,NW_018736141.1;NW_018736141.1;NW_018736141.1;NW_018736141.1;NW_018736141.1,10502;13758;14298;14574;23713,10850;14239;14511;14749;24024,+;+;+;+;+,1533,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19174,NW_018736146.1,18323,19062,+,740,0,0,0,0,2,0,1,1,0,0,0,0,0
gene19175,NW_018736147.1;NW_018736147.1,27125;27741,27687;28543,+;+,1366,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19176,NW_018736147.1;NW_018736147.1,34634;35304,35250;36106,+;+,1420,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19177,NW_018736147.1;NW_018736147.1;NW_018736147.1;NW_018736147.1;NW_018736147.1;NW_018736147.1;NW_018736147.1,47202;56410;59338;61101;61493;66336;92568,50340;56983;59660;61357;61629;66491;93011,-;-;-;-;-;-;-,5030,319,547,74,104,203,243,243,294,0,50,0,194,145
gene19178,NW_018736149.1;NW_018736149.1,4872;5115,5049;5768,+;+,832,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19179,NW_018736149.1;NW_018736149.1;NW_018736149.1,19645;20346;21449,20271;21381;21469,+;+;+,1684,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19180,NW_018736152.1;NW_018736152.1,28082;28332,28273;28511,+;+,372,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19181,NW_018736153.1;NW_018736153.1;NW_018736153.1;NW_018736153.1,4371;4985;5070;5653,4613;5012;5587;5863,-;-;-;-,1000,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19182,NW_018736153.1;NW_018736153.1;NW_018736153.1;NW_018736153.1,10438;10635;11800;45031,10573;11065;12089;45329,+;+;+;+,1156,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19183,NW_018736155.1;NW_018736155.1;NW_018736155.1,12006;30151;31741,12121;30904;32492,-;-;-,1622,75,0,0,0,64,80,93,93,0,0,0,12,77
gene19184,NW_018736158.1;NW_018736158.1;NW_018736158.1;NW_018736158.1,13720;17802;22549;63405,13889;17999;23676;63540,+;+;+;+,1632,199,666,320,833,384,353,258,393,0,0,0,0,234
gene19185,NW_018736158.1;NW_018736158.1,32294;32798,32736;33332,-;-,978,85,86,57,10,11,39,26,28,0,0,0,0,82
gene19186,NW_018736158.1;NW_018736158.1;NW_018736158.1;NW_018736158.1,36247;39068;39494;40101,39065;39492;40099;40272,+;+;+;+,4022,96,1,135,279,32,66,66,31,1,2,32,1,0
gene19187,NW_018736159.1;NW_018736159.1;NW_018736159.1,21765;22581;26978,22319;22840;27445,+;+;+,1283,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19188,NW_018736161.1;NW_018736161.1;NW_018736161.1;NW_018736161.1;NW_018736161.1,20166;21247;31836;46357;47130,21189;21401;33876;46459;47370,-;-;-;-;-,3564,2300,3236,574,937,1587,1174,945,2006,2187,613,1520,644,351
gene19189,NW_018736169.1;NW_018736169.1,2331;2628,2545;2870,+;+,458,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19190,NW_018736170.1;NW_018736170.1;NW_018736170.1;NW_018736170.1,27499;27596;28831;36992,27511;27801;28961;37239,+;+;+;+,598,0,0,0,0,10,24,7,12,0,0,0,0,0
gene19191,NW_018736170.1;NW_018736170.1,48907;50904,50559;51868,-;-,2618,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19192,NW_018736171.1;NW_018736171.1;NW_018736171.1,10294;23895;24334,10558;24266;24754,+;+;+,1058,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19193,NW_018736171.1;NW_018736171.1;NW_018736171.1;NW_018736171.1,33166;34200;34464;47833,33465;34402;34641;47920,+;+;+;+,769,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19194,NW_018736172.1;NW_018736172.1;NW_018736172.1;NW_018736172.1;NW_018736172.1;NW_018736172.1;NW_018736172.1,3446;3788;3972;15994;16534;16810;25944,3714;3911;5412;16475;16747;16985;28337,+;+;+;+;+;+;+,5100,0,0,0,0,0,0,13,20,0,0,0,0,0
gene19195,NW_018736172.1;NW_018736172.1;NW_018736172.1;NW_018736172.1;NW_018736172.1;NW_018736172.1,36923;47969;48142;48505;49059;49373,37035;48072;48445;49004;49315;49840,+;+;+;+;+;+,1746,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19196,NW_018736173.1;NW_018736173.1;NW_018736173.1,34398;37999;39267,34435;38523;39369,+;+;+,666,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19197,NW_018736174.1;NW_018736174.1,36874;37025,36962;37164,-;-,229,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19198,NW_018736174.1;NW_018736174.1,40835;40986,40923;41116,-;-,220,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19199,NW_018736174.1;NW_018736174.1,60315;65769,60439;66054,+;+,411,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19200,NW_018736174.1;NW_018736174.1;NW_018736174.1,229546;229843;229990,229785;229932;230923,-;-;-,1264,0,0,1,0,0,0,0,0,0,0,0,0,0
gene19201,NW_018736177.1;NW_018736177.1,12055;21291,13857;21781,-;-,2294,0,7,0,0,0,1,0,2,0,0,0,0,0
gene19202,NW_018736177.1;NW_018736177.1;NW_018736177.1;NW_018736177.1;NW_018736177.1;NW_018736177.1;NW_018736177.1;NW_018736177.1;NW_018736177.1,38790;51864;88328;89168;94300;108395;108486;108684;108743,39210;52909;88438;89339;95196;108428;108682;108740;110203,+;+;+;+;+;+;+;+;+,4396,39,97,154,0,76,73,82,68,0,0,0,1,0
gene19203,NW_018736177.1;NW_018736177.1;NW_018736177.1;NW_018736177.1,119663;120330;120374;126235,119674;120371;120410;126665,+;+;+;+,522,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19204,NW_018736187.1;NW_018736187.1;NW_018736187.1;NW_018736187.1,14371;14755;14954;15374,14692;14888;15298;15511,-;-;-;-,939,0,0,0,328,68,0,31,25,0,0,0,0,0
gene19205,NW_018736189.1;NW_018736189.1;NW_018736189.1;NW_018736189.1;NW_018736189.1;NW_018736189.1,13258;13542;39506;47914;49144;49281,13446;14272;40308;49069;49211;49518,+;+;+;+;+;+,3185,0,0,0,0,2,0,0,0,0,0,0,0,0
gene19206,NW_018736189.1;NW_018736189.1;NW_018736189.1;NW_018736189.1,56235;65812;66376;66644,56609;66014;66517;67794,+;+;+;+,1871,3,0,0,1,1,1,0,0,0,0,0,0,0
gene19207,NW_018736191.1;NW_018736191.1,16442;23655,16612;24264,+;+,781,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19208,NW_018736191.1;NW_018736191.1,23800;24670,24667;25089,-;-,1288,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19209,NW_018736192.1;NW_018736192.1;NW_018736192.1;NW_018736192.1,1464;1862;2086;2604,1796;2025;2545;3308,-;-;-;-,1662,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19210,NW_018736192.1;NW_018736192.1;NW_018736192.1,4271;4762;4988,4702;4925;5481,-;-;-,1090,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19211,NW_018736192.1;NW_018736192.1;NW_018736192.1,5473;18993;19817,5547;19743;20099,-;-;-,1109,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19212,NW_018736203.1;NW_018736203.1,17527;18057,17723;18403,-;-,544,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19213,NW_018736204.1;NW_018736204.1;NW_018736204.1;NW_018736204.1;NW_018736204.1,1107;1335;1467;1841;2661,1153;1432;1778;2599;3106,+;+;+;+;+,1662,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19214,NW_018736209.1;NW_018736209.1;NW_018736209.1,15762;16929;17694,16515;17624;17909,-;-;-,1666,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19215,NW_018736209.1;NW_018736209.1;NW_018736209.1;NW_018736209.1;NW_018736209.1;NW_018736209.1;NW_018736209.1;NW_018736209.1,22029;22290;23777;24176;24861;25099;25469;25816,22231;23719;24077;24634;25037;25323;25747;26110,+;+;+;+;+;+;+;+,3369,0,0,0,0,146,126,222,53,0,0,0,0,0
gene19216,NW_018736211.1;NW_018736211.1,75043;75941,75795;76265,-;-,1078,0,0,0,0,0,7,0,0,0,0,0,0,0
gene19217,NW_018736213.1;NW_018736213.1;NW_018736213.1;NW_018736213.1,807;1863;2301;24464,1802;2232;2412;24621,-;-;-;-,1636,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19218,NW_018736213.1;NW_018736213.1;NW_018736213.1,28865;36980;41090,29062;37072;41392,+;+;+,594,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19219,NW_018736213.1,41693,45144,+,3452,0,0,0,0,0,0,0,0,0,0,0,3,0
gene19220,NW_018736214.1;NW_018736214.1;NW_018736214.1,23783;24197;32330,24137;24530;33921,+;+;+,2281,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19221,NW_018736219.1;NW_018736219.1;NW_018736219.1,55514;55851;56204,55784;56137;56871,+;+;+,1226,416,8,49,247,48,181,47,84,0,0,7,353,102
gene19222,NW_018736220.1;NW_018736220.1,2468;4668,2981;4687,-;-,534,0,0,1,0,0,0,0,0,0,1,2,0,0
gene19223,NW_018736221.1;NW_018736221.1;NW_018736221.1;NW_018736221.1;NW_018736221.1,9981;10215;10421;10566;10724,10157;10370;10510;10665;11576,-;-;-;-;-,1376,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19224,NW_018736222.1;NW_018736222.1;NW_018736222.1,25327;28263;29088,25835;28377;29615,+;+;+,1152,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19225,NW_018736228.1;NW_018736228.1,4203;5407,4298;5546,-;-,236,0,0,0,0,0,5,0,1,0,0,0,0,0
gene19226,NW_018736228.1;NW_018736228.1,16538;17131,16973;17618,+;+,924,11,17,8,12,18,12,9,8,2,46,12,12,14
gene19227,NW_018736231.1;NW_018736231.1;NW_018736231.1,9100;9260;9690,9191;9517;10369,+;+;+,1030,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19228,NW_018736233.1;NW_018736233.1;NW_018736233.1,7637;7813;8588,7745;8521;8802,+;+;+,1033,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19229,NW_018736234.1;NW_018736234.1;NW_018736234.1,5;498;13174,354;1867;13580,-;-;-,2127,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19230,NW_018736234.1;NW_018736234.1;NW_018736234.1,28571;29020;30270,28956;30211;30407,-;-;-,1716,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19231,NW_018736238.1;NW_018736238.1;NW_018736238.1;NW_018736238.1;NW_018736238.1;NW_018736238.1,10033;10769;11073;11215;11367;11642,10519;11004;11161;11303;11582;12244,-;-;-;-;-;-,1720,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19232,NW_018736238.1;NW_018736238.1,15533;16070,15987;16533,-;-,919,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19233,NW_018736240.1;NW_018736240.1,11787;12109,12001;12728,+;+,835,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19234,NW_018736240.1;NW_018736240.1,19959;32894,21985;33598,-;-,2732,0,0,0,0,8,11,0,3,0,0,0,0,0
gene19235,NW_018736240.1;NW_018736240.1;NW_018736240.1,39775;40065;40385,40005;40319;41811,+;+;+,1913,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19236,NW_018736240.1;NW_018736240.1,42072;43675,43601;43873,-;-,1729,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19237,NW_018736240.1;NW_018736240.1;NW_018736240.1;NW_018736240.1;NW_018736240.1,50436;50840;53808;54035;54460,50724;50928;53879;54270;54656,+;+;+;+;+,883,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19238,NW_018736240.1;NW_018736240.1;NW_018736240.1,59582;67874;68491,61584;68008;68883,-;-;-,2531,0,0,0,0,0,1,0,0,0,0,0,0,0
gene19239,NW_018736242.1;NW_018736242.1;NW_018736242.1;NW_018736242.1,17518;18304;18908;38873,18135;18711;19072;39665,-;-;-;-,1984,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19240,NW_018736245.1;NW_018736245.1,20788;21502,21427;21647,-;-,786,0,0,0,0,0,0,0,1,0,0,0,1,0
gene19241,NW_018736246.1;NW_018736246.1;NW_018736246.1,12668;13162;13520,13098;13275;13736,-;-;-,762,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19242,NW_018736247.1;NW_018736247.1,13772;15021,14527;15324,-;-,1060,1,0,0,0,5,45,25,48,0,0,0,0,0
gene19243,NW_018736247.1;NW_018736247.1;NW_018736247.1;NW_018736247.1,41980;42568;54943;55141,42504;42743;55062;55354,-;-;-;-,1035,4401,2513,2127,4437,939,1108,884,824,744,247,1829,3002,3330
gene19244,NW_018736247.1;NW_018736247.1,49832;50664,50606;50873,+;+,985,0,0,0,0,0,1,0,0,0,0,0,0,0
gene19245,NW_018736247.1;NW_018736247.1,62468;63984,63918;64112,-;-,1580,0,0,0,0,1,0,0,0,0,0,0,0,0
gene19246,NW_018736247.1;NW_018736247.1;NW_018736247.1;NW_018736247.1,66981;67345;67473;67602,67247;67411;67540;67640,-;-;-;-,441,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19247,NW_018736247.1;NW_018736247.1;NW_018736247.1;NW_018736247.1,82298;82662;82790;82919,82564;82728;82857;82957,-;-;-;-,441,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19248,NW_018736247.1;NW_018736247.1;NW_018736247.1;NW_018736247.1;NW_018736247.1;NW_018736247.1;NW_018736247.1;NW_018736247.1,100224;106563;106792;107064;107347;107515;128719;147809,102449;106725;106998;107282;107447;107841;128874;148007,-;-;-;-;-;-;-;-,3598,17,0,69,105,147,262,204,216,0,0,417,125,66
gene19249,NW_018736247.1;NW_018736247.1,138419;139105,139048;139281,+;+,807,0,0,0,2,3,0,0,0,0,0,0,0,0
gene19250,NW_018736249.1;NW_018736249.1;NW_018736249.1;NW_018736249.1,14167;14307;36359;46288,14232;14447;38089;47152,+;+;+;+,2803,0,0,0,0,4,0,0,1,0,0,0,0,0
gene19251,NW_018736249.1;NW_018736249.1;NW_018736249.1,21692;22016;22149,21952;22082;22251,+;+;+,431,0,0,0,0,5,0,1,0,0,0,0,0,0
gene19252,NW_018736249.1;NW_018736249.1,22060;29063,22241;29108,-;-,228,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19253,NW_018736249.1;NW_018736249.1;NW_018736249.1,28468;28837;28970,28773;28903;29102,+;+;+,506,0,0,0,0,0,6,0,0,0,0,0,0,0
gene19254,NW_018736249.1;NW_018736249.1;NW_018736249.1,61559;62018;63071,61952;63008;63203,+;+;+,1518,0,0,0,0,0,0,0,8,0,0,0,0,0
gene19255,NW_018736250.1;NW_018736250.1;NW_018736250.1;NW_018736250.1;NW_018736250.1,15184;17628;17948;20831;28952,17568;17888;18169;21109;29764,+;+;+;+;+,3960,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19256,NW_018736250.1;NW_018736250.1;NW_018736250.1,29788;34058;34472,30005;34406;34901,-;-;-,997,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19257,NW_018736259.1;NW_018736259.1,2657;9067,2765;9342,+;+,385,602,736,719,671,411,407,673,221,0,1157,595,138,864
gene19258,NW_018736259.1;NW_018736259.1,15410;16974,16910;17075,-;-,1603,0,0,0,0,0,0,2,0,0,0,0,0,0
gene19259,NW_018736261.1;NW_018736261.1;NW_018736261.1,93;771;1167,768;1165;1623,+;+;+,1528,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19260,NW_018736262.1;NW_018736262.1;NW_018736262.1;NW_018736262.1;NW_018736262.1;NW_018736262.1,13672;13953;15096;15437;15666;15920,13883;15039;15378;15607;15858;16199,-;-;-;-;-;-,2226,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19261,NW_018736264.1;NW_018736264.1;NW_018736264.1;NW_018736264.1;NW_018736264.1;NW_018736264.1;NW_018736264.1,5587;5653;7385;7676;7748;7878;8330,5650;5713;7473;7683;7819;8132;8785,+;+;+;+;+;+;+,1005,48,185,234,77,35,110,59,37,432,0,0,0,0
gene19262,NW_018736271.1;NW_018736271.1,16862;21229,18337;21569,-;-,1817,0,0,0,0,0,0,0,0,0,0,0,0,0
